,vol,title,body
2018-03-07,21577.05,,
2018-03-08,23015.125000000007,Acciona secures solar PPA from Chilean mining company ENAMI,"The National Mining Company of Chile (ENAMI) will be the first Chilean mining company that will have all of its electricity demand covered by clean energy sources. Supply of electricity under the long-term PPA will begin in April 2018.The National Mining Company of Chile (ENAMI) has awarded Spain's Acciona Energy a long-term PPA for the supply of electricity to several of its facilities in Chile. The PPA, which will come into effect starting from April, will cover 100% of the electricity consumption of ENAMI's plants in the regions of Antofagasta, Atacama and Coquimbos, as well as that of the ..."
2018-03-08,23015.125000000007,Zurich Insurance Group AG: Zurich proposes Jasmin Staiblin for election to the Board of Directors,"Ms. Staiblin is the Chief Executive Officer of Alpiq, a leading Swiss energy services provider and electricity producer in Europe which is listed on the SIX Swiss Exchange. Ms. Staiblin is recognized as one of Europe's leading experts in the field of energy. Prior to becoming Alpiq CEO in 2013, Ms. Staiblin worked for 15 years at ABB in various local and global management positions. She is a non-executive director of Rolls-Royce and Georg Fischer.

Tom de Swaan, Chairman of the Board at Zurich, said: ""Jasmin will bring unique skills and perspectives to Zurich, including a deep knowledge of how business sectors transform and the growing importance of sustainability as a competitive differentiator. She also offers a keen understanding of the evolving risk expectations of commercial customers. These are all critical insights for the Board as the insurance sector enters a period of major change. We are confident Jasmin will contribute significantly to Zurich's ongoing success.""

Mr. de Swaan also thanked Fred Kindle, Vice-Chairman of the Board at Zurich, and Susan Bies, a member of the Board, who will retire from the Board, effective at the conclusion of the Annual General Meeting.

Mr. de Swaan said: ""Fred has served Zurich since 2006 with great devotion and energy. Through his stewardship, we have been able to help position the Group for an exciting future. I am immensely grateful for his service.""

Mr. de Swaan further said: ""Since 2008, Susan has contributed greatly to Zurich. Her strategic judgment and financial acumen were critical to the Group over the past decade. I thank Susan for her many contributions to Zurich.""

Subject to the re-election and election of the members of the Board by the shareholders on April 4, 2018, the Board of Directors of Zurich will consist of the following members:

The invitation to the Annual General Meeting along with the Annual Report 2017 will be published on (www.zurich.com: http://www.zurich.com/en) on March 9, 2018.

More information about Zurich's Corporate Governance structure can be found via the following link:"
2018-03-09,24656.700000000004,Australia's rooftop installations above 2017's record-breaking year,"February rooftop solar installations exceeded 115 MW, well above the less-than 80 MW installed in the same month 2017 - itself a record-breaking solar year in Australia. Green Energy Markets' latest STC figures reveal the ""extraordinary"" installation rates. Rooftop solar installation rates show no signs of letting up in Australia. The capacity of rooftop system installed, measured by Small-scale Technology Certificate (STC) creation and tracked by Green Energy Markets (GEM), shows that February went close to topping November 2017 - the previous record-setting month for new rooftop solar capacity. ..."
2018-03-10,19070.975000000002,,
2018-03-11,16342.000000000002,EON to take over RWE's renewables arm in €20bn deal,"The in-principle agreement involving asset swaps is part of a major restructuring of Germany's energy market as Europe's top economy switches from conventional to renewable power.

The aim is for EON to focus on the retail, energy networks and customer solutions business, while RWE would take over the renewables power generation of both companies.

RWE plans to sell its 76.8 percent stake in Innogy to EON in a deal that includes ""a far-reaching exchange of assets and participations"", said EON, which also plans a cash offer to the remaining Innogy shareholders.

RWE would, in turn, gain an effective participation of 16.67 percent in EON. EON would also transfer to RWE most of its renewables business and the minority interests held by its subsidiary PreussenElektra in two RWE-operated nuclear power plants.

RWE would receive the Innogy renewables and gas storage business and Innogy's stakes in the Austrian energy supplier Kelag.

The deal, still subject to antitrust clearances, would also see RWE make a cash payment of 1.5 billion euros to EON. Following approval of both companies' boards, the deal was expected to be

Business daily Handelsblatt said that ""for decades EON and RWE were bitter rivals. Now they have agreed on a spectacular deal that will shake up the European energy market.""

Germany's energy market has been rapidly transformed since Chancellor Angela Merkel announced a phase-out of nuclear power after Japan's 2011 Fukushima disaster.

Under the country's ""energy transition"", Germany has raised the share of solar, wind and other renewables to about one third of electricity production.  As wholesale power prices have dropped, the big utilities have been forced into an ongoing process of restructuring.

EON has spun off its fossil fuel operations and invested heavily in renewables, while RWE remains the biggest power producer and still operates major coal-fired plants."
2018-03-12,19144.575,"German energy companies E.ON, RWE agree to swap assets - Germany - Nuova Europa","(ANSA) - TRIESTE - German energy company E.ON agreed to take over a big stake of utility company RWE's subsidiary Innogy, in exchange for a far-reaching range of assets from E.ON's renewable business.

 

 E.ON is acquiring 76.8 percent of RWE's stake in Innogy in exchange for granting RWE a participation of 16.67 percent in E.ON. The agreement is considered a major restructuring of Germany's energy market and comes in the wake of Chancellor Angela Merkel's 2011 decision to abandon nuclear power and focus on renewable energy sources, after Fukushima nuclear disaster.

 

 (ANSA)."
2018-03-13,25646.374999999996,Bahrain issues tender for solar IPP project at landfill site,"Developers are invited to submit a concept for proposals for an IPP solar project planned to be located in the Askar landfill site, in the Southern Governate of the Kingdom of Bahrain.Bahrain's Electricity and Water Authority (EWA) has issued a Request for Concept (RFC) to selected developers for the construction of an IPP solar power project at the Askar landfill site, in the Southern Governate of the Kingdom of Bahrain. Interested independent power producers will have to submit their concept proposals by April 11, 2018. According to recent research published in November by the University of ..."
2018-03-13,25646.374999999996,"Energy giant EON to cut 5,000 jobs as part of huge takeover deal","In a joint statement, EON and RWE said they planned to complete their asset swap transaction, which surprised investors when it was unveiled this weekend, ""by the end of 2019"".

EON said it expects the Innogy takeover to generate some 600 to 800 million euros in savings annually from 2022, but warned that the ""integration process"" will lead to ""a reduction of a maximum of 5,000 jobs"" out of a total of around 70,000 jobs.

""At the same time, EON anticipates to create thousands of new jobs in the coming decade,"" the statement added.

The ultimate goal of the transaction is to allow EON to focus on retail customers and on managing energy networks, essentially buying and selling electricity, while RWE will specialise in generating power from fossil fuels and renewables.

The complicated arrangement comes amid huge upheaval in the sector as Europe's top economy switches from conventional to renewable power under the government's so-called ""Energiewende"" or ""energy transition"".

The deal would first see EON acquire RWE's 76.8 percent stake in Innogy, valuing the clean-energy spin-off at some 22 billion euros.

Pending the green light from financial regulators, EON then intends to make a voluntary takeover offer to Innogy's minority shareholders from ""early May"", offering 40 euros per share.

RWE for its part would gain an effective participation of 16.67 percent in EON - turning the one-time competitor into EON's largest shareholder.

The next step of the deal would see RWE take control of EON's renewables business, including Innogy's renewables, its gas storage business, its stake in Austrian energy supplier Kelaq and EON's minority stakes in two nuclear power plants.

In return, RWE will make a cash payment of 1.5 billion euros to EON.

Innogy's energy networks and customer base would remain with EON.

The transaction is still subject to regulatory approval.

The deal would make RWE ""a leading European electricity producer,"" according to the statement, as the firm becomes Europe's third-largest renewables producer while also hanging on to gas and coal-fired power plants to ensure ""security of supply"" despite their harmful impact on the environment.

EON meanwhile said it would ""focus entirely on meeting the demands of its around 50 million customers across Europe"", and pledged to look into novel climate protection solutions -- such as the faster roll-out of charging stations for electric cars.

Chancellor Angela Merkel welcomed the companies' manoeuvres earlier Monday, saying she was ""confident"" both EON and RWE were working to find ""the best ways"" to assure ""the supply of sustainable energy"" and respond to the country's energy shift.

Germany's energy market has been rapidly transformed since Merkel announced a phase-out of nuclear power after Japan's 2011 Fukushima disaster.

Under the ""energy transition"", Germany has raised the share of solar, wind and other renewables to about one third of electricity production.

As wholesale power prices have dropped, the big utilities have been forced into major restructuring.

In response to those challenges, EON spun off its fossil fuel operations and invested heavily in renewables, while RWE remains the biggest power producer and still operates major coal-fired plants.

In a separate statement Monday, EON unveiled its 2017 financial results, which showed adjusted net profits jumping 58 percent year-on-year to 1.4 billion euros.

Operating, or underlying, profit came in at 3.1 billion euros, while EON was also able to trim its massive debt from 19.7 billion last October to 19.2 billion euros.

RWE is due to announce its results on Tuesday."
2018-03-14,28141.2,Denmark preps tender scheme for PV projects up to 1 MW,"The Danish Energy Agency has now submitted the scheme to a public consultation. The tender's budget for 2018 amounts to around 105 million DKK ($17.4 million).The Danish Energy Agency (Energistyrelsen) is planning to hold a tender of price premiums for electricity from solar PV with an installed capacity of less than 1 MW in 2018. The tender scheme, which is now under public consultation, will have a total budget of 105 million DKK (around $17.4 million). According to the draft document showing the conditions for the tender procedure, the competition will be open to projects where work has not ..."
2018-03-14,28141.2,China Smarter Energy acquires 300 MW PV project in China's Ningxia Hui Autonomous Region,"The Chinese solar power plant operator has agreed to acquire the projects for around US$13 million in its largest-ever transaction. At the end of November, the company's PV plant portfolio in China reached 180 MW.Chinese solar power plant operator, China Smarter Energy Group Holdings Limited (CSE) has agreed to acquire special purpose vehicle, Ningxia Guxin Electricity Investment Company Limited, which owns a 300 MW solar power project in Ningdong, in China's Ningxia Hui Autonomous Region, from Chinese investment firm, Shanghai Guxin Asset Management Co., Ltd and China-based lithium battery ..."
2018-03-15,24125.425000000003,"Rooftop solar could provide half of Dutch electricity needs, Deloitte finds","Based on analysis of publicly available data, Deloitte estimates that solar panels installed on every suitable roof surface across the Netherlands could meet half of the current Dutch electricity demand, despite the country's cloudy and rainy climate.Analyzing the potential of rooftop solar in the Netherlands, Deloite has found that 892 km2 of roof surface across the country has the potential to host solar panels, which is equivalent to 125,0004 soccer fields. At this point, however, only 4.4% out of a total nine million buildings are home to solar PV systems. Under the optimum scenario, where ..."
2018-03-16,27452.699999999997,"Monitors at Berlin airport to be replaced for €500,000 before ever being used","They never announced a single arrival or departure, nor did they ever inform a single passenger of a delay or a gate change. The 750 monitors at BER airport remained blank for six years. Nonetheless, they have now reached the end of their lives due to the fact that they were constantly connected to the airport's electricity circuitry.

BER spokesman Hannes Stefan Hönemann confirmed on Thursday that the screens have been burned out by six years of being pumped full of electricity. He confirmed that the monitors would be replaced at a cost of €500,000.

Not all of them will be thrown straight onto the rubbish heap though; 100 are to be given a second life at Berlin’s two infamously provincial airports, Tegel and Schönefeld.

The long-delayed airport, which was described as a “shitshow” by its last spokesman, was supposed to open in 2011. But construction work on the terminal building still continues as inadequacies in the fire safety system have not yet been fixed.

City authorities hope the airport will be opened in autumn 2020. National newspaper Die Welt has its doubts, asking why the monitors are being replaced immediately even though it is far from clear when they airport will open. The newspaper suggests that BER look into developing a floating hologram system, which is likely to be all the rage in the year 2050."
2018-03-17,19124.700000000004,,
2018-03-18,20502.4,,
2018-03-19,20073.199999999997,,
2018-03-20,23849.699999999993,The things you need to watch out for when you move house in Germany,"Getting your foot in the door

The first major challenge involved in moving in Germany is of course finding the next place you will call home. Particularly in the big cities, this can be very difficult, as living space is becoming an ever more precious resource.

There are various internet sites that advertise rental apartments. But these don't always offer the best value for money. With a little patience and luck, you can find something much more reasonable.

If you know that you will be staying in Germany for several years, it is worth becoming a member of a Genossenschaft (co-operative). Rents are much lower than market rates with a Genossenschaft and the profits made from rents go back into the upkeep of the building, meaning your apartment will be in good nick. The downside is that there are often waiting lists involved - it is worth remembering that waiting times will be much shorter in less fashionable parts of town.

Another potential way of staying in the realms of affordability is by swapping your old apartment with someone else. Many people might come to a point in their life when it makes sense to upsize or downsize. If you are already on a cheap contract, but a new family member is about to take up a bit more space in your flat, you are in a good bargaining position. Check out the site homeswapping.de to research your options.

If you need a place quickly though, you might end up having to work through internet sites such as immobilienscout24 and immowelt. If you do so, it is advisable to become a member of a Mieterverein. These organizations are there to help you know your rights as a tenant. They will look at your contract before you sign it and be able to advise you on whether the rent is in breach of the rental brake law and what options you have to force a change.

Finding a place that is right for you

It goes without saying that the more money you are prepared to spend, the more picky you can be about your apartment.

Altbau apartments, which date back to the late 19th and early 20th centuries, are all the rage. So if you get your hands on one you are sure to be the envy of many of your friends. The attraction of these flats is that they often have beautiful wooden floors (Dielenboden) and high ceilings, giving the impression of more space than the square-metre size suggests.

But Altbau Wohnungen aren’t without their faults. The floors can be creaky and the windows let in the cold. If you are sensitive to sound, you might be driven mad by the vibrations being sent down into your living room by neighbours padding around upstairs.

Altbau apartments are also much less likely than Neubauten (new builds) to have balconies. Neubauten will usually be better insulated and thus kinder on your wallet - and they are often much cheaper than an Altbau. So if it is location you are after, you may well find that there is less competition for a Neubau in fashionable neighbourhoods, even though it is offered at a lower rent.

When you are flat hunting, think about what is more important to you, daylight or peace and quiet. You can strike lucky and get both. But if you live in a Vorderhaus (front house) you are more likely to get sun, whereas living in a Hinterhof (rear house) protects you from the noisy street, but also often means less direct light. If you really value sunlight, you should also look for a south-facing apartment on one of the top floors.

Moving house in any country can be a costly business, but in Germany there are certain peculiarities which add to overall costs.

Number one among these oddities is the general fact that the tenant is expected to bring their own kitchen. While this might make sense for Germans, who often rent a place for several years or more, it is less than ideal for the more transient expat population.

Younger people who do not want to hire a removal company might find themselves with some hard choices in front of them: do they take their washing machine and fridge with them, meaning lugging heavy appliances up and down several flights of stairs? Or do they try and sell them to their Nachmieter (tenant who takes over the contract) and then buy new appliances that would be delivered?

This is not a simple financial decision to make. Luckily your Nachmieter is often in the same position as you, they also don’t want to heave a washing machine up five flights of stairs - so they are likely to be amenable to a deal.

Buying kitchen appliances new can cost an arm and a leg. So it is certainly recommendable to have a look at shops that refurbish old models - you could save several hundred euros and the reliable shops will also offer you a year-long warranty. On the downside, older machines will eat up more electricity, meaning higher bills. Ultimately, if you are only planning to stay for a year or two, buying a second hand machine seems advisable.

It is also a good idea to start looking for a kitchen before you move in. If you are lucky you might find a knock-down offer of a complete set of kitchen cupboards on Ebay Kleinanzeige, a website on which people flog things they don’t want anymore.

How you choose to move your stuff will depend on how much of it you have and how many friends you can convince that a bottle of beer is fair reward for almost putting their back out.

It is certainly worth considering hiring a van and doing it yourself, rather than getting an expensive removal company to do this. Germans have this down to an art form - if you walk through Berlin on a Saturday morning it becomes a sea of blue and white - the colours of the van hire firm Robben und Wientjes.

While hiring a removal company is likely to cost you upwards of €200, renting out a van can cost as little as €35. If neither you nor your friends have a driver's license, several drivers offer their services affordably (often with help carrying boxes to boot) on Ebay Kleinanzeige.

Don't expect great customer service from Robben and Wientjes though. It is also important to bring along your Anmeldungsbescheinigung when you pick up your vehicle. And take a picture of the odometer before you start and when you hand in the vehicle (you might end up with an unwanted bill otherwise.)

Setting up a new internet connection for your apartment can be a real pain in the rear. You will often have to wait several weeks before the provider sends around a technician to activate your connection. Don't be surprised if the technician arrives before your router has shown up, or if they just don't turn up at all.

There are also various deals offered online by the companies Vodafone and Telekom, the major two providers. But the ones that look cheap often have hidden costs in the second 12 months of the contract. Therefore it is a good idea to keep in mind when the contract should be cancelled.

Switching electricity providers can also be a pain. In some contracts you have to give notice of cancellation 12 weeks in advance. And providers generally do not allow you to change the name on the contract, meaning it is often impossible to pass the bill onto the person who is taking over your room or house from you.

Default energy provider Vattenfall, however, allows you to register your name and expected monthly energy usage tier on their website once the old tenant has cancelled their service.

Registering your new address is of course a real nuisance, but it is much worse in big cities than in smaller towns. Strictly you have to register within two weeks of moving in, but authorities often turn a blind eye to infringements - in Berlin it is not unheard of for people to get away with failing to register for several months.

A useful shortcut to know is that you can halve the work by flipping a coin with your housemate or partner. The lucky one can sign a Vollmacht which gives the other permission to register for them. You can find a template for a Vollmacht on the internet. Remember though, to fill out your Anmeldungsformular first. That can also be found online. And if you are registering two people, you need to make two consecutive appointments.

Because Germans are addicted to sending things by post you should prepare yourself for a significant amount of paper correspondence after you move. Your new Finanzamt may well pester you with questions about your religion. And if you want to avoid a €20 fine from your bank, send them a physical letter stating your change of address.

If you take on your own apartment in Germany, you need to know a bit of basic DIY. And if you don't have a tool box it is very useful to have a friend who does.

When you move in, your new apartment will often just be white walls and a ceiling with some wires poking out of it. At some stage within the first few days after moving in, you will find yourself gingerly balancing on top of a ladder, trying to attach a light to the ceiling.

And for everything from fastening a wall cupboard to your kitchen wall to putting up a curtain pole, you will need to know how to use a drill and spirit level.

It is also important to know where you are allowed to drill. Generally it is okay to make holes in walls, which can be filled in again when you move out. But drilling into wooden door frames is a no-no.

If you come from a country where apartments are usually furnished with the basics when you move in, you are well advised to collar a German friend into helping. Believe us, they are much better trained at this kind of thing than we are!"
2018-03-21,31624.925000000003,Helsinki carbon neutral plan targets 1/6 of electricity needs from rooftop solar,"Scheme's goal is the reset the Finnish capital's carbon neutrality target date from to 2035 by ramping up renewable energy use, electric vehicle adoption and energy-efficiency upgrades.The Finnish capital Helsinki today published details of a bold plan to become carbon neutral by 2035 - 15 years earlier than originally planned. The scheme, which has an interim goal of reducing greenhouse gas emissions (GHG) by 60% by 2030 from 1990 levels, outline detailed plans of how the city will increase its renewable energy consumption, improve its energy efficiency and widen its adoption of electric vehicles ..."
2018-03-22,23693.375,Kosovo embarks on path to renewables,"Although the Balkan country has recently given approval to the construction of a new coal power plant, its Prime Minister, Ramush Haradinaj has now announced that he intends to open the energy market to solar and wind power, an action that was recommended by the EU a year earlier.""We know and feel the obligation and responsibility we have towards generations to be oriented and focus on renewable energy. Kosovo is more aware if there is a people, a country, and an economy that understands the importance of renewable energy, first comes the country that is coal-based and we know the difference. ..."
2018-03-23,21039.7,Clocks to go forward Saturday night - English,"(ANSA) - Rome, March 23 - Clocks will go forward an hour on Saturday night as Italy returns to summer time, a move that will save 116 million euros in electricity bills, electricity network company Terna said Friday.

    Some 562 fewer kilowatt hours will be consumed over the next seven months, it said."
2018-03-23,21039.7,Austrian utility Wien Energie begins solar offensive,"Austria's largest power provider announced a plan to invest around €100 million in solar and €15 million in recharge stations for electric vehicles over the next five years. The company aims at investing mainly in residential and C&I projects.The money is part of a €870 million investment program for security of supply, renewable energy and other innovations announced by the company on Thursday. An important basis for the ""solar offensive"" is the green electricity amendment from last year. ""The new legal framework laid the foundation for the erection of solar systems on the roofs of multi-party ..."
2018-03-23,21039.7,Italy to host workshop on investing in Greece,"Italy's trade agency ICE is organising a workshop in Milan on 12 April that will focus on investment and economic cooperation opportunities in Greece, the foreign ministry announced on Friday.

The workshop will unveil ""interesting"" new possibilities for Italian companies in Greece, where a privatisation process is underway in several sectors amid an economic rebound from the prolonged recession that hit the country in 2009, the ministry said.

Energy – especially natural gas, electricity and renewable energy sources – infrastructure, logistics and transport networks, water treatment systems, ports and ship building, ICT, chemicals and pharmaceuticals, tourism industry and agro-food are sectors of the Greek economy that are being opened up to private investors according to the ministry.

Current forecasts predict an average growth in Greece’s gross domestic product of 2.5 percent this year and next, on the back of estimated GDP growth 1.6 percent in 2017, the ministry stated.

The 'Greece: New Investment and Economic Cooperation Opportunities' workshop taking place at Milan's Palazzo delle Stelline is free of charge and participants should register by 30 March 2018 on ICE's website."
2018-03-23,21039.7,Oman taps UK firm for consultation on 1 GW residential solar plan,"The Middle Eastern nation's Authority for Electricity Regulation (AER) has contracted PassivSystems to consult on the Oman government's plan to install rooftop solar PV atop 30% of the nation's homes.British smart energy management provider PassivSystems has signed a contract with Oman's Authority for Electricity Regulation (AER) to consult on the development of up to 1 GW of rooftop residential solar in the Sultanate. The AER's plan, called ""Sahim Phase 1"" is to install solar PV arrays on 30% of Oman's residential buildings over the next few years. The model that the AER is pursuing is ..."
2018-03-24,15732.725000000002,,
2018-03-25,15541.425000000001,,
2018-03-26,20721.399999999998,ABB Ltd: ABB reports participation in Dividend Access Facility 2018,"ABB reports participation in Dividend Access Facility 2018 The dividend is subject to approval by the shareholders at the Annual General Meeting on March 29, 2018.

Shareholders representing 443'817'164 shares are participating in ABB Ltd's Dividend Access Facility (DAF), corresponding to 82% of ABB Ltd shares registered with Euroclear Sweden.

Shareholders participating in the DAF will be registered temporarily as shareholders without right to a dividend from ABB Ltd. These shareholders will instead receive their dividend from ABB Ltd's Swedish subsidiary ABB Norden Holding AB. The participating shareholders will for each ABB Ltd share receive one ABB Ltd share without dividend rights (ABB Ltd U), and one dividend right from ABB Norden Holding AB separated from the share (SR1). The ordinary ABB Ltd shares will be re-registered on the shareholders' accounts on April 9, 2018. Assuming that shareholders approve the dividend at ABB Ltd's Annual General Meeting on March 29, 2018, for shareholders participating in the DAF, the dividend payment date is planned to be April 10, 2018.

The ABB Ltd U share will be traded, in parallel with the ABB Ltd share, on NASDAQ Stockholm, during the period March 26, 2018 through April 4, 2018. The ABB Ltd U share's ISIN code is SE0010920066. Trading in dividend rights, SR1, will not be possible.

Further information is available on the ABB Sweden website at (www.abb.se/aktie: http://www.abb.se/aktie) or under the following hotline number: +46 (0)8 518 01 555.

ABB (ABBN: SIX Swiss Ex) is a pioneering technology leader in electrification products, robotics and motion, industrial automation and power grids, serving customers in utilities, industry and transport & infrastructure globally. Continuing a history of innovation spanning more than 130 years, ABB today is writing the future of industrial digitalization with two clear value propositions: bringing electricity from any power plant to any plug and automating industries from natural resources to finished products. As title partner of Formula E, the fully electric international FIA motorsport class, ABB is pushing the boundaries of e-mobility to contribute to a sustainable future. ABB operates in more than 100 countries with about 135,000 employees. (www.abb.com: http://www.abb.com/)"
2018-03-27,23444.524999999998,Frankfurters told to get on bikes as public transport grinds to halt,"Things started to get complicated for commuters in Frankfurt on Monday when Deutsche Bahn closed down the train tunnel in the inner city to lay a new electricity cable, the Frankfurter Rundschau reports.

Seven of the city’s nine S-Bahn lines have been affected by the closure, which is to last until April 9th.

Despite the fact that Deutsche Bahn announced the closure months in advance, public service union Ver.di have decided to throw fuel on the fire of the crippled transport machinery by striking on the city’s tram and U-Bahn lines on Wednesday.

Ver.di, which is calling for a six percent pay increase for public workers nationwide, said Tuesday that it would stick to the decision taken on Friday to strike for the whole day.

When Ver.di called strikes in Cologne last week, the S-Bahn proved to be a vital alternative source of transport for commuters desperate to get to work.

The S-Bahn is managed by Deutsche Bahn, whose workers negotiate pay deals with the state-owned company through their own train unions and are thus not involved in the current pay dispute.

That leaves commuters with the possibility of travelling on overcrowded buses, or on the few S-Bahn lines that have not been affected by the tunnel closure.

Frankfurter Rundschau has another alternative for commuters - rental bikes. There are a total of 2,700 bikes parked at 300 stations across the financial hub."
2018-03-27,23444.524999999998,EIB earmarks $25 million financing for d.light solar kit deployment in Africa,"Looking to support rural and suburban populations and micro-entrepreneurs with no reliable electricity source, U.S. off-grid solution provider, d.light has secured further funding for the deployment of its solar kits across Africa.Due to its ability to operate as a personal power grid, d.light's solar kits have gained a lot of attention in low-income rural parts of the world, making it possible for the people to switch from costly kerosene and enjoy the benefits of a sustainable power supply. The company has already garnered a lot of investment for off-grid solar deployment: in the first four ..."
2018-03-27,23444.524999999998,Australian large-scale renewables under construction passes 5 GW,"5,056 MW of large scale solar and wind are currently being built in Australia. The latest figures from Green Energy Markets shows that the total passed the 5 GW milestone for the first time in February. Australia's large-scale solar boom is well-and-truly underway. This was reflected in the latest Green Energy Markets' (GEM) Renewable Energy Index. The report shows that 2.37 GW of large-scale solar is currently being built, alongside 2.66 GW of wind. The leading state for development is Queensland with 2.11 GW, followed by Victoria (1.28 GW), NSW and ACT combined (928 MW), and South Australia ..."
2018-03-28,28270.400000000005,German authorities approve gas pipeline from Russia,"The Federal Agency for Maritime Navigation and Hydrography (BSH) issued the approval after investigating the environmental and commercial impact of the Nord Stream 2 pipeline, the authority said in a statement.

Some 85 kilometres of the 1,225-kilometre pipeline from the Narva Bay on Russia's border with Estonia to Lubmin in northeastern Germany will run through German territory.

Along with a previously issued approval from the mining authority based in Chancellor Angela Merkel's coastal Stralsund constituency, the permit lifts the final hurdle to construction on the German side.

Approvals are still needed from Russian, Finnish, Danish and Swedish authorities.

Nord Stream 2 AG, the company behind the pipeline and a subsidiary of Russian state-controlled energy firm Gazprom, said it was ""pleased"" with the result and hoped to secure the outstanding permits ""in the coming months"".

The pipeline project remains controversial in Germany as well as European Union neighbours like Poland and Baltic states Estonia, Latvia and Lithuania, who fear it could be used as a tool to boost Russian influence over the bloc.

Moscow notoriously used gas prices to pressurise Ukraine during a mounting conflict with its former satellite which saw Russia annex the Crimean peninsula in 2014 -- prompting EU sanctions in response.

Meanwhile, a rare cross-party alliance of high-ranking German politicians from Merkel's Christian Democratic Union, the environmentalist Greens and pro-business Free Democrats last month warned against allowing Nord Stream 2 to go ahead.

It would ""split the EU politically and call into question our solidarity with Poland, our Baltic neighbours, Slovakia and Ukraine, but also Sweden and Denmark,"" they wrote in a letter to the Frankfurter Allgemeine Zeitung newspaper.

And the European Commission said last year it sees ""no need"" for Nord Stream 2 as it pursues energy security and diversity of gas supply across the 28-member bloc.

Merkel has said she believes Nord Stream 2 is a purely ""economic project"" with no need for political intervention."
2018-03-29,25592.674999999996,"Electricity rates to fall 8%, gas 5.7% (2) - English","(ANSA) - Rome, March 29 - Italian electricity prices for a standard household will fall 8% from April 1 and gas rates will drop 5.7%, the energy authority said Thursday. The second-quarter rate reductions have been determined, it said, by falls on the wholesale energy market."
2018-03-29,25592.674999999996,Viessman finalizes unsubsidized 2 MW solar park in Germany,"The facility, which will power the company's headquarters, will raise its power production for self-consumption by 50%. The installation will also deliver part of its power surplus to other companies of the group and to the spot market.After almost five months of construction, Germany-based manufacturer of heating, industrial, and refrigeration systems, Viessmann has commissioned a 2 MW solar PV park at its headquarters in Allendorf, Hessen, central Germany. The 7,400 solar modules will deliver 1.8 GWh of solar power annually, according to the company. This increases Viessmann's own electricity ..."
2018-03-29,25592.674999999996,ABB Ltd: ABB shareholders approve all proposals at Annual General Meeting,"The shareholders elected Jennifer Xin-Zhe Li, Geraldine Matchett and Gunnar Brock to join the Board and re-elected Peter Voser as member and Chairman of the Board. Jacob Wallenberg, Matti Alahuhta, David Constable, Frederico Fleury Curado, Lars Förberg, David Meline and Satish Pai were re-elected for another term while Ying Yeh and Louis R. Hughes decided not to stand for re-election. The shareholders also voted for the proposed Compensation Committee members.

The shareholders supported a ninth consecutive dividend increase to CHF 0.78 per share, up from CHF 0.76 last year. The dividend payment in Switzerland is planned for April 6, 2018. The shareholders also approved the management report, the consolidated financial statements and the annual financial statements for 2017.

Furthermore, shareholders approved in a binding vote the maximum aggregate compensation of the Board of Directors for the 2018-2019 term of office and of the Executive Committee for the 2019 financial year. In addition, in a non-binding vote the shareholders voted in favor of the compensation report for 2017.

The shareholders also approved the change of auditors and elected KPMG AG, Zurich, as auditors for financial year 2018.

A total of 869 shareholders attended the Annual General Meeting, representing 81.2 percent of the total share capital with a right to vote.

The final results of the Annual General Meeting will be published on (www.abb.com: http://www.abb.com/) later today.

ABB (ABBN: SIX Swiss Ex) is a pioneering technology leader in electrification products, robotics and motion, industrial automation and power grids, serving customers in utilities, industry and transport & infrastructure globally. Continuing a history of innovation spanning more than 130 years, ABB today is writing the future of industrial digitalization with two clear value propositions: bringing electricity from any power plant to any plug and automating industries from natural resources to finished products. As title partner of Formula E, the fully electric international FIA motorsport class, ABB is pushing the boundaries of e-mobility to contribute to a sustainable future. ABB operates in more than 100 countries with about 135,000 employees. www.abb.com"
